welfaretarget_target_id,welfare_id
4,530
1,530
5,531
5,532
3,533
0,533
4,533
1,533
3,534
0,534
4,534
1,534
3,535
0,535
4,535
1,535
0,536
3,537
0,537
4,537
1,537
3,538
0,538
4,538
1,538
5,539
3,540
0,540
4,540
1,540
3,541
0,541
4,541
1,541
3,542
0,542
4,542
1,542
5,543
5,544
0,545
3,546
0,546
4,546
1,546
5,547
5,548
5,549
0,550
3,551
0,551
4,551
1,551
5,552
3,553
5,554
5,555
3,556
0,556
4,556
1,556
3,557
0,557
4,557
1,557
3,558
0,558
4,558
1,558
5,559
5,560
5,561
3,562
0,562
4,562
1,562
3,563
0,563
4,563
1,563
0,564
5,565
0,566
5,567
3,568
0,568
4,568
1,568
5,569
3,570
0,570
4,570
1,570
0,571
5,572
3,573
0,573
4,573
1,573
5,574
5,575
5,576
5,577
3,578
3,579
0,579
4,579
1,579
5,580
3,581
5,582
3,583
0,583
4,583
1,583
0,584
3,585
0,585
4,585
1,585
5,586
5,587
3,588
0,588
4,588
1,588
3,589
3,590
5,591
3,592
3,593
0,593
4,593
1,593
3,594
5,595
5,596
3,597
3,598
3,599
0,599
4,599
1,599
3,600
3,601
0,602
3,603
0,603
4,603
1,603
3,604
3,605
3,606
5,607
3,608
5,609
3,610
0,610
4,610
1,610
5,611
3,612
0,612
4,612
1,612
5,613
3,614
0,614
4,614
1,614
5,615
3,616
0,616
4,616
1,616
5,617
5,618
5,619
5,620
5,621
5,622
3,623
0,623
4,623
1,623
5,624
5,625
5,626
3,627
0,627
4,627
1,627
5,628
3,629
0,629
4,629
1,629
5,630
3,631
0,631
4,631
1,631
3,632
0,632
4,632
1,632
5,633
5,634
5,635
5,636
5,637
3,638
0,638
4,638
1,638
5,639
3,640
0,641
5,642
5,643
5,644
3,645
0,645
4,645
1,645
3,646
3,647
0,647
4,647
1,647
0,648
5,649
0,650
3,651
3,652
0,652
4,652
1,652
3,653
3,654
3,655
5,656
3,657
0,657
4,657
1,657
3,658
3,659
0,659
4,659
1,659
3,660
0,660
4,660
1,660
3,661
0,661
4,661
1,661
3,662
0,662
4,662
1,662
3,663
0,663
4,663
1,663
5,664
3,665
3,666
3,667
3,668
0,668
4,668
1,668
5,669
5,670
0,671
3,672
0,672
4,672
1,672
3,673
0,673
4,673
1,673
5,674
0,675
5,676
5,677
3,678
0,678
4,678
1,678
3,679
0,680
5,681
5,682
5,683
3,684
0,684
4,684
1,684
3,685
0,685
4,685
1,685
3,686
0,686
4,686
1,686
5,687
5,688
5,689
5,690
5,691
3,692
0,692
4,692
1,692
5,693
3,694
0,694
4,694
1,694
5,695
5,696
5,697
5,698
3,699
0,699
4,699
1,699
0,700
5,701
5,702
3,703
0,703
4,703
1,703
3,704
0,704
4,704
1,704
3,705
0,705
4,705
1,705
5,706
5,707
3,708
5,709
3,710
5,711
5,712
5,713
3,714
0,714
4,714
1,714
5,715
3,716
0,716
4,716
1,716
3,717
5,718
3,719
0,719
4,719
1,719
5,720
3,721
0,721
4,721
1,721
5,722
3,723
0,723
4,723
1,723
5,724
5,725
4,726
5,727
5,728
3,729
0,729
4,729
1,729
5,730
0,731
5,732
5,733
5,734
3,735
3,736
0,737
3,738
5,739
4,740
5,741
3,742
0,742
4,742
1,742
3,743
0,743
4,743
1,743
1,744
5,745
3,746
5,747
5,748
0,749
5,750
3,751
3,752
5,753
3,754
0,754
4,754
1,754
3,755
0,755
4,755
1,755
3,756
0,756
4,756
1,756
3,757
0,757
4,757
1,757
3,758
0,758
4,758
1,758
5,759
5,760
5,761
5,762
5,763
4,764
1,764
3,765
0,765
4,765
1,765
3,766
0,766
4,766
1,766
3,767
0,767
4,767
1,767
3,768
0,768
4,768
1,768
5,769
3,770
0,770
4,770
1,770
3,771
0,771
4,771
1,771
5,772
5,773
5,774
5,775
5,776
5,777
5,778
3,779
0,779
4,779
1,779
3,780
0,780
4,780
1,780
0,781
0,782
3,783
0,783
4,783
1,783
3,784
0,784
4,784
1,784
5,785
5,786
5,787
5,788
1,789
1,790
0,791
0,792
0,793
5,794
5,795
5,796
5,797
5,798
5,799
3,800
0,800
4,800
1,800
5,801
5,802
5,803
5,804
5,805
5,806
5,807
3,808
0,808
4,808
1,808
3,809
0,809
4,809
1,809
5,810
3,811
0,811
4,811
1,811
3,812
0,812
4,812
1,812
3,813
0,813
4,813
1,813
3,814
0,814
4,814
1,814
5,815
3,816
0,816
4,816
1,816
5,817
5,818
5,819
3,820
0,820
4,820
1,820
5,821
3,822
0,822
4,822
1,822
3,823
0,823
4,823
1,823
3,824
3,825
5,826
5,827
5,828
3,829
0,829
4,829
1,829
3,830
0,830
4,830
1,830
3,831
5,832
5,833
3,834
0,834
4,834
1,834
5,835
3,836
0,836
4,836
1,836
3,837
0,837
4,837
1,837
1,838
5,839
0,840
5,841
3,842
0,842
4,842
1,842
3,843
3,844
0,844
4,844
1,844
5,845
3,846
0,846
4,846
1,846
3,847
0,847
4,847
1,847
5,848
5,849
5,850
5,851
4,852
1,852
5,853
5,854
3,855
0,855
4,855
1,855
5,856
5,857
5,858
3,859
0,859
4,859
1,859
3,860
3,861
0,862
1,863
5,864
3,865
0,865
4,865
1,865
5,866
0,867
5,868
3,869
3,870
0,870
4,870
1,870
3,871
0,871
4,871
1,871
5,872
3,873
0,874
3,875
0,875
4,875
1,875
5,876
3,877
0,877
4,877
1,877
3,878
0,878
4,878
1,878
3,879
3,880
0,880
4,880
1,880
5,881
3,882
0,883
3,884
0,884
4,884
1,884
3,885
0,886
0,887
5,888
5,889
5,890
5,891
3,892
0,892
4,892
1,892
3,893
5,894
5,895
3,896
0,896
4,896
1,896
3,897
0,897
4,897
1,897
3,898
0,898
4,898
1,898
5,899
3,900
0,900
4,900
1,900
3,901
0,901
4,901
1,901
5,902
5,903
3,904
0,904
4,904
1,904
3,905
0,905
4,905
1,905
1,906
3,907
0,907
4,907
1,907
3,908
0,908
4,908
1,908
3,909
0,909
4,909
1,909
5,910
5,911
0,912
5,913
3,914
0,914
4,914
1,914
5,915
5,916
5,917
5,918
5,919
3,920
0,920
4,920
1,920
3,921
0,921
4,921
1,921
5,922
5,923
5,924
3,925
0,925
4,925
1,925
5,926
5,927
5,928
5,929
0,930
0,931
5,932
0,933
3,934
0,934
4,934
1,934
3,935
3,936
0,936
4,936
1,936
0,937
3,938
0,938
4,938
1,938
5,939
3,940
0,940
4,940
1,940
5,941
5,942
0,943
5,944
5,945
5,946
3,947
0,947
4,947
1,947
3,948
0,948
4,948
1,948
3,949
0,949
4,949
1,949
3,950
0,950
4,950
1,950
5,951
3,952
3,953
0,953
4,953
1,953
3,954
0,954
4,954
1,954
5,955
3,956
0,956
4,956
1,956
5,957
3,958
0,958
4,958
1,958
3,959
0,959
4,959
1,959
3,960
0,960
4,960
1,960
5,961
5,962
5,963
3,964
0,965
5,966
5,967
5,968
3,969
0,969
4,969
1,969
5,970
5,971
5,972
5,973
5,974
5,975
3,976
0,976
4,976
1,976
0,977
3,978
0,978
4,978
1,978
3,979
0,979
4,979
1,979
5,980
0,981
3,982
0,982
4,982
1,982
5,983
3,984
3,985
0,985
4,985
1,985
0,986
5,987
3,988
0,988
4,988
1,988
3,989
4,990
0,991
5,992
0,993
0,994
3,995
0,995
4,995
1,995
0,996
5,997
5,998
5,999
3,1000
0,1000
4,1000
1,1000
3,1001
0,1001
4,1001
1,1001
4,1002
1,1002
5,1003
3,1004
0,1004
4,1004
1,1004
0,1005
3,1006
0,1006
4,1006
1,1006
5,1007
3,1008
0,1008
4,1008
1,1008
3,1009
0,1009
4,1009
1,1009
5,1010
3,1011
3,1012
0,1012
4,1012
1,1012
0,1013
3,1014
0,1014
4,1014
1,1014
5,1015
3,1016
0,1016
4,1016
1,1016
0,1017
3,1018
0,1018
4,1018
1,1018
5,1019
3,1020
0,1020
4,1020
1,1020
5,1021
3,1022
0,1022
4,1022
1,1022
5,1023
5,1024
3,1025
0,1025
4,1025
1,1025
5,1026
3,1027
0,1027
4,1027
1,1027
3,1028
0,1028
4,1028
1,1028
5,1029
5,1030
3,1031
0,1031
4,1031
1,1031
3,1032
0,1032
4,1032
1,1032
3,1033
0,1033
4,1033
1,1033
3,1034
0,1034
4,1034
1,1034
5,1035
0,1036
3,1037
5,1038
3,1039
5,1040
5,1041
3,1042
5,1043
5,1044
5,1045
3,1046
0,1046
4,1046
1,1046
3,1047
0,1047
4,1047
1,1047
5,1048
5,1049
3,1050
0,1050
4,1050
1,1050
5,1051
3,1052
5,1053
3,1054
0,1054
4,1054
1,1054
5,1055
3,1056
0,1056
4,1056
1,1056
3,1057
0,1057
4,1057
1,1057
3,1058
0,1058
4,1058
1,1058
5,1059
5,1060
3,1061
0,1061
4,1061
1,1061
5,1062
5,1063
3,1064
3,1065
3,1066
0,1066
4,1066
1,1066
5,1067
5,1068
5,1069
3,1070
0,1070
4,1070
1,1070
3,1071
0,1071
4,1071
1,1071
5,1072
3,1073
0,1073
4,1073
1,1073
5,1074
3,1075
0,1075
4,1075
1,1075
3,1076
0,1076
4,1076
1,1076
5,1077
3,1078
5,1079
5,1080
5,1081
3,1082
0,1082
4,1082
1,1082
3,1083
0,1083
4,1083
1,1083
0,1084
3,1085
3,1086
0,1086
4,1086
1,1086
5,1087
5,1088
3,1089
0,1089
4,1089
1,1089
5,1090
5,1091
3,1092
0,1092
4,1092
1,1092
3,1093
3,1094
0,1094
4,1094
1,1094
3,1095
0,1095
4,1095
1,1095
5,1096
3,1097
0,1097
4,1097
1,1097
0,1098
3,1099
0,1099
4,1099
1,1099
3,1100
0,1100
4,1100
1,1100
5,1101
5,1102
3,1103
0,1103
4,1103
1,1103
3,1104
0,1104
4,1104
1,1104
3,1105
3,1106
3,1107
3,1108
3,1109
3,1110
0,1110
4,1110
1,1110
5,1111
3,1112
3,1113
3,1114
0,1114
4,1114
1,1114
3,1115
3,1116
0,1116
4,1116
1,1116
3,1117
3,1118
0,1118
4,1118
1,1118
3,1119
3,1120
0,1120
4,1120
1,1120
3,1121
0,1121
4,1121
1,1121
5,1122
0,1123
3,1124
0,1124
4,1124
1,1124
3,1125
3,1126
3,1127
0,1127
4,1127
1,1127
5,1128
3,1129
5,1130
5,1131
3,1132
3,1133
5,1134
3,1135
0,1135
4,1135
1,1135
3,1136
3,1137
0,1137
4,1137
1,1137
3,1138
3,1139
0,1139
4,1139
1,1139
3,1140
3,1141
3,1142
0,1142
4,1142
1,1142
3,1143
5,1144
3,1145
0,1145
4,1145
1,1145
5,1146
3,1147
0,1147
4,1147
1,1147
3,1148
5,1149
3,1150
0,1150
4,1150
1,1150
4,1151
5,1152
3,1153
3,1154
3,1155
3,1156
3,1157
3,1158
0,1158
4,1158
1,1158
3,1159
0,1159
4,1159
1,1159
3,1160
0,1161
3,1162
0,1162
4,1162
1,1162
3,1163
3,1164
3,1165
3,1166
3,1167
3,1168
0,1169
3,1170
3,1171
3,1172
5,1173
0,1174
3,1175
5,1176
5,1177
3,1178
3,1179
3,1180
3,1181
3,1182
0,1182
4,1182
1,1182
5,1183
5,1184
3,1185
3,1186
0,1186
4,1186
1,1186
3,1187
3,1188
0,1188
4,1188
1,1188
3,1189
0,1189
4,1189
1,1189
3,1190
5,1191
3,1192
0,1192
4,1192
1,1192
3,1193
5,1194
3,1195
0,1195
4,1195
1,1195
3,1196
3,1197
0,1197
4,1197
1,1197
3,1198
0,1198
4,1198
1,1198
3,1199
3,1200
3,1201
3,1202
3,1203
3,1204
5,1205
3,1206
3,1207
3,1208
3,1209
3,1210
5,1211
3,1212
0,1212
4,1212
1,1212
3,1213
0,1213
4,1213
1,1213
3,1214
3,1215
0,1215
4,1215
1,1215
3,1216
0,1216
4,1216
1,1216
5,1217
3,1218
3,1219
3,1220
0,1220
4,1220
1,1220
3,1221
0,1221
4,1221
1,1221
3,1222
5,1223
5,1224
3,1225
0,1225
4,1225
1,1225
3,1226
3,1227
3,1228
0,1228
4,1228
1,1228
3,1229
0,1229
4,1229
1,1229
3,1230
0,1230
4,1230
1,1230
5,1231
0,1232
5,1233
0,1234
3,1235
0,1235
4,1235
1,1235
5,1236
5,1237
3,1238
3,1239
0,1239
4,1239
1,1239
3,1240
0,1240
4,1240
1,1240
3,1241
0,1241
4,1241
1,1241
3,1242
3,1243
0,1243
4,1243
1,1243
0,1244
3,1245
0,1245
4,1245
1,1245
5,1246
3,1247
0,1247
4,1247
1,1247
3,1248
0,1248
4,1248
1,1248
5,1249
5,1250
5,1251
3,1252
0,1252
4,1252
1,1252
5,1253
3,1254
5,1255
3,1256
0,1256
4,1256
1,1256
3,1257
3,1258
0,1258
4,1258
1,1258
3,1259
0,1259
4,1259
1,1259
0,1260
3,1261
5,1262
3,1263
0,1263
4,1263
1,1263
3,1264
0,1264
4,1264
1,1264
5,1265
3,1266
3,1267
0,1268
5,1269
3,1270
0,1270
4,1270
1,1270
3,1271
0,1271
4,1271
1,1271
3,1272
0,1272
4,1272
1,1272
5,1273
3,1274
0,1274
4,1274
1,1274
5,1275
5,1276
5,1277
3,1278
0,1278
4,1278
1,1278
0,1279
5,1280
5,1281
3,1282
0,1282
4,1282
1,1282
3,1283
3,1284
5,1285
5,1286
5,1287
5,1288
3,1289
0,1289
4,1289
1,1289
3,1290
3,1291
0,1291
4,1291
1,1291
5,1292
5,1293
3,1294
0,1294
4,1294
1,1294
5,1295
5,1296
5,1297
5,1298
3,1299
3,1300
0,1300
4,1300
1,1300
0,1301
3,1302
0,1302
4,1302
1,1302
3,1303
0,1303
4,1303
1,1303
3,1304
0,1304
4,1304
1,1304
3,1305
0,1305
4,1305
1,1305
5,1306
3,1307
0,1307
4,1307
1,1307
3,1308
0,1308
4,1308
1,1308
5,1309
5,1310
5,1311
5,1312
3,1313
0,1313
4,1313
1,1313
5,1314
5,1315
3,1316
0,1316
4,1316
1,1316
3,1317
0,1317
4,1317
1,1317
3,1318
3,1319
5,1320
3,1321
0,1321
4,1321
1,1321
3,1322
3,1323
0,1323
4,1323
1,1323
3,1324
3,1325
0,1325
4,1325
1,1325
3,1326
5,1327
3,1328
0,1328
4,1328
1,1328
3,1329
0,1329
4,1329
1,1329
3,1330
3,1331
0,1331
4,1331
1,1331
0,1332
5,1333
5,1334
5,1335
5,1336
5,1337
5,1338
3,1339
0,1339
4,1339
1,1339
5,1340
5,1341
3,1342
5,1343
3,1344
0,1344
4,1344
1,1344
5,1345
3,1346
0,1346
4,1346
1,1346
3,1347
0,1347
4,1347
1,1347
3,1348
0,1348
4,1348
1,1348
5,1349
5,1350
5,1351
3,1352
0,1352
4,1352
1,1352
3,1353
0,1354
0,1355
3,1356
3,1357
5,1358
3,1359
3,1360
0,1360
4,1360
1,1360
3,1361
0,1361
4,1361
1,1361
3,1362
3,1363
0,1363
4,1363
1,1363
3,1364
5,1365
3,1366
0,1366
4,1366
1,1366
3,1367
0,1367
4,1367
1,1367
3,1368
0,1368
4,1368
1,1368
3,1369
0,1369
4,1369
1,1369
3,1370
0,1370
4,1370
1,1370
3,1371
0,1371
4,1371
1,1371
3,1372
0,1372
4,1372
1,1372
5,1373
5,1374
3,1375
0,1375
4,1375
1,1375
5,1376
3,1377
3,1378
3,1379
3,1380
0,1380
4,1380
1,1380
3,1381
5,1382
3,1383
5,1384
3,1385
5,1386
3,1387
5,1388
3,1389
0,1389
4,1389
1,1389
3,1390
3,1391
0,1391
4,1391
1,1391
3,1392
0,1392
4,1392
1,1392
3,1393
0,1393
4,1393
1,1393
3,1394
0,1394
4,1394
1,1394
3,1395
0,1395
4,1395
1,1395
3,1396
5,1397
5,1398
3,1399
3,1400
0,1400
4,1400
1,1400
5,1401
3,1402
3,1403
0,1403
4,1403
1,1403
3,1404
3,1405
3,1406
3,1407
3,1408
3,1409
3,1410
3,1411
3,1412
3,1413
3,1414
3,1415
0,1415
4,1415
1,1415
3,1416
0,1416
4,1416
1,1416
3,1417
0,1417
4,1417
1,1417
5,1418
3,1419
3,1420
3,1421
3,1422
0,1422
4,1422
1,1422
5,1423
3,1424
3,1425
0,1425
4,1425
1,1425
3,1426
3,1427
3,1428
3,1429
3,1430
0,1430
4,1430
1,1430
5,1431
3,1432
0,1432
4,1432
1,1432
3,1433
3,1434
0,1434
4,1434
1,1434
3,1435
0,1435
4,1435
1,1435
5,1436
3,1437
5,1438
3,1439
3,1440
3,1441
3,1442
3,1443
3,1444
0,1444
4,1444
1,1444
3,1445
5,1446
5,1447
0,1448
5,1449
5,1450
5,1451
5,1452
3,1453
0,1453
4,1453
1,1453
3,1454
3,1455
3,1456
0,1456
4,1456
1,1456
3,1457
5,1458
3,1459
5,1460
5,1461
5,1462
4,1463
3,1464
0,1464
4,1464
1,1464
5,1465
5,1466
3,1467
0,1467
4,1467
1,1467
5,1468
3,1469
5,1470
5,1471
5,1472
3,1473
5,1474
5,1475
3,1476
5,1477
3,1478
3,1479
3,1480
3,1481
3,1482
3,1483
3,1484
3,1485
3,1486
3,1487
3,1488
3,1489
3,1490
5,1491
3,1492
5,1493
5,1494
3,1495
0,1495
4,1495
1,1495
0,1496
3,1497
3,1498
3,1499
5,1500
5,1501
3,1502
0,1502
4,1502
1,1502
3,1503
0,1503
4,1503
1,1503
3,1504
0,1504
4,1504
1,1504
5,1505
5,1506
3,1507
3,1508
0,1508
4,1508
1,1508
3,1509
3,1510
0,1510
4,1510
1,1510
3,1511
3,1512
0,1512
4,1512
1,1512
5,1513
3,1514
5,1515
4,1516
3,1517
3,1518
3,1519
0,1519
4,1519
1,1519
3,1520
0,1520
4,1520
1,1520
5,1521
3,1522
5,1523
3,1524
0,1524
4,1524
1,1524
3,1525
0,1525
4,1525
1,1525
3,1526
5,1527
5,1528
3,1529
3,1530
3,1531
3,1532
3,1533
3,1534
3,1535
3,1536
5,1537
3,1538
3,1539
3,1540
3,1541
3,1542
5,1543
5,1544
3,1545
3,1546
3,1547
3,1548
3,1549
3,1550
3,1551
0,1551
4,1551
1,1551
3,1552
3,1553
5,1554
3,1555
3,1556
0,1556
4,1556
1,1556
3,1557
3,1558
3,1559
5,1560
5,1561
5,1562
3,1563
3,1564
3,1565
3,1566
5,1567
5,1568
3,1569
3,1570
3,1571
3,1572
0,1572
4,1572
1,1572
3,1573
3,1574
3,1575
3,1576
3,1577
5,1578
5,1579
3,1580
5,1581
3,1582
5,1583
3,1584
3,1585
0,1585
4,1585
1,1585
5,1586
5,1587
3,1588
0,1589
0,1590
5,1591
5,1592
3,1593
5,1594
5,1595
3,1596
0,1596
4,1596
1,1596
3,1597
3,1598
3,1599
3,1600
3,1601
3,1602
0,1602
4,1602
1,1602
3,1603
0,1603
4,1603
1,1603
3,1604
3,1605
3,1606
3,1607
3,1608
5,1609
3,1610
0,1610
4,1610
1,1610
0,1611
3,1612
3,1613
5,1614
3,1615
3,1616
0,1616
4,1616
1,1616
3,1617
5,1618
3,1619
0,1619
4,1619
1,1619
3,1620
0,1620
4,1620
1,1620
3,1621
0,1621
4,1621
1,1621
3,1622
3,1623
3,1624
0,1624
4,1624
1,1624
3,1625
3,1626
0,1626
4,1626
1,1626
3,1627
5,1628
3,1629
0,1629
4,1629
1,1629
3,1630
0,1630
4,1630
1,1630
3,1631
0,1631
4,1631
1,1631
3,1632
0,1632
4,1632
1,1632
3,1633
3,1634
0,1634
4,1634
1,1634
3,1635
3,1636
3,1637
3,1638
0,1638
4,1638
1,1638
3,1639
3,1640
0,1640
4,1640
1,1640
3,1641
3,1642
3,1643
3,1644
3,1645
3,1646
0,1646
4,1646
1,1646
3,1647
0,1647
4,1647
1,1647
